acronym,name,classification,formula,bands,polarizations,constants,external_variables,reductions,source,contributor,date_of_addition
BRBA,Band Ratio for Built-up Area,"{'application_domain': 'urban', 'family': None, 'sensing_modalities': ['multispectral']}",R/S1,"['R', 'S1']",[],{},{},{},"{'source_companions': ['NBAI'], 'source_link': 'https://www.omicsonline.org/scientific-reports/JGRS-SR136.pdf', 'source_link_semantic_scholar': {'corpus_id': 130536174, 'paper_id': '4d42d2e5ae0c9e5bce9535124a1079fc0ead7d33'}, 'source_link_status': 'down', 'source_link_type': 'other', 'source_metadata': {'authors': ['W. Muhammad'], 'citations_metrics': {'citation_count': 85, 'date': '2026-08-19', 'overall': {'percentile': 24.92, 'percentile_similar_age': 22.22, 'rank': 236, 'rank_similar_age': 22}, 'similar_age_count': 27, 'within_application_domain': {'percentile': 42.11, 'percentile_similar_age': 40.0, 'rank': 12, 'rank_similar_age': 7}}, 'how_to_cite': {'apa': 'W. Muhammad (2012). Development of New Indices for Extraction of Built-Up Area & Bare Soil from Landsat Data. https://www.omicsonline.org/scientific-reports/JGRS-SR136.pdf', 'bibtex': 'ASI_BRBA'}, 'source': 'semantic_scholar', 'title': 'Development of New Indices for Extraction of Built-Up Area & Bare Soil from Landsat Data', 'year': 2012}}",https://github.com/davemlz,2022-09-22
BWDRVI,Blue Wide Dynamic Range Vegetation Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(alpha * N - B) / (alpha * N + B),"['N', 'B']",[],"{'alpha': {'default_value': 0.01, 'description': 'NIR reflectance scalar', 'suggested_values': {'Dense biomass/High yield': 0.01, 'Low-to-moderate biomass': 0.1, 'Moderate biomass': 0.05}}}",{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.2135/cropsci2007.01.0031', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Dennis W. Hancock', 'Charles T. Dougherty'], 'citations_metrics': {'citation_count': 77, 'date': '2026-08-18', 'overall': {'percentile': 23.32, 'percentile_similar_age': 7.5, 'rank': 241, 'rank_similar_age': 38}, 'similar_age_count': 40, 'within_application_domain': {'percentile': 19.43, 'percentile_similar_age': 4.35, 'rank': 171, 'rank_similar_age': 23}}, 'how_to_cite': {'apa': 'Dennis W. Hancock, & Charles T. Dougherty (2007). Relationships between Blue‐ and Red‐based Vegetation Indices and Leaf Area and Yield of Alfalfa. Crop Science, 47(6). https://doi.org/10.2135/cropsci2007.01.0031', 'bibtex': 'ASI_BWDRVI'}, 'issue': '6', 'journal': 'Crop Science', 'source': 'crossref', 'title': 'Relationships between Blue‐ and Red‐based Vegetation Indices and Leaf Area and Yield of Alfalfa', 'type': 'article', 'volume': '47', 'year': 2007}}",https://github.com/davemlz,2021-09-20
BaI,Bareness Index,"{'application_domain': 'soil', 'family': None, 'sensing_modalities': ['multispectral']}",R + S1 - N,"['R', 'S1', 'N']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.1109/IGARSS.2005.1525743', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Haobo Lin', 'Jindi Wang', 'Suhong Liu', 'Yonghua Qu', 'Huawei Wan'], 'citations_metrics': {'citation_count': 6, 'date': '2026-08-18', 'overall': {'percentile': 3.51, 'percentile_similar_age': None, 'rank': 303, 'rank_similar_age': None}, 'similar_age_count': 0, 'within_application_domain': {'percentile': 5.88, 'percentile_similar_age': None, 'rank': 17, 'rank_similar_age': None}}, 'how_to_cite': {'apa': ""Haobo Lin, Jindi Wang, Suhong Liu, Yonghua Qu, & Huawei Wan (n.d.). Studies on urban areas extraction from landsat TM images. Proceedings. 2005 IEEE International Geoscience and Remote Sensing Symposium, 2005. IGARSS '05., 6. https://doi.org/10.1109/igarss.2005.1525743"", 'bibtex': 'ASI_BaI'}, 'journal': ""Proceedings. 2005 IEEE International Geoscience and Remote Sensing Symposium, 2005. IGARSS '05."", 'source': 'crossref', 'title': 'Studies on urban areas extraction from landsat TM images', 'type': 'conference_paper', 'volume': '6'}}",https://github.com/davemlz,2022-04-18
CARI,Carotenoid Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['hyperspectral']}",(R720 / R521) - 1,"['R720', 'R521']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.1016/j.jag.2016.12.005', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Xianfeng Zhou', 'Wenjiang Huang', 'Weiping Kong', 'Huichun Ye', 'Yingying Dong', 'Raffaele Casa'], 'citations_metrics': {'citation_count': 35, 'date': '2026-08-18', 'overall': {'percentile': 13.42, 'percentile_similar_age': 7.84, 'rank': 272, 'rank_similar_age': 48}, 'similar_age_count': 51, 'within_application_domain': {'percentile': 12.8, 'percentile_similar_age': 13.64, 'rank': 185, 'rank_similar_age': 20}}, 'how_to_cite': {'apa': 'Xianfeng Zhou, Wenjiang Huang, Weiping Kong, Huichun Ye, Yingying Dong, & Raffaele Casa (2017). Assessment of leaf carotenoids content with a new carotenoid index: Development and validation on experimental and model data. International Journal of Applied Earth Observation and Geoinformation, 57. https://doi.org/10.1016/j.jag.2016.12.005', 'bibtex': 'ASI_CARI'}, 'journal': 'International Journal of Applied Earth Observation and Geoinformation', 'source': 'crossref', 'title': 'Assessment of leaf carotenoids content with a new carotenoid index: Development and validation on experimental and model data', 'type': 'article', 'volume': '57', 'year': 2017}}",https://github.com/eomasters-repos,2026-08-08
CCI,Chlorophyll Carotenoid Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(G1 - R)/(G1 + R),"['G1', 'R']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.1073/pnas.1606162113', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['John A. Gamon', 'K. Fred Huemmrich', 'Christopher Y. S. Wong', 'Ingo Ensminger', 'Steven Garrity', 'David Y. Hollinger', 'Asko Noormets', 'Josep Peñuelas'], 'citations_metrics': {'citation_count': 348, 'date': '2026-08-18', 'overall': {'percentile': 57.19, 'percentile_similar_age': 84.21, 'rank': 135, 'rank_similar_age': 7}, 'similar_age_count': 38, 'within_application_domain': {'percentile': 42.65, 'percentile_similar_age': 78.57, 'rank': 122, 'rank_similar_age': 4}}, 'how_to_cite': {'apa': 'John A. Gamon, K. Fred Huemmrich, Christopher Y. S. Wong, Ingo Ensminger, Steven Garrity, David Y. Hollinger, Asko Noormets, & Josep Peñuelas (2016). A remotely sensed pigment index reveals photosynthetic phenology in evergreen conifers. Proceedings of the National Academy of Sciences, 113(46). https://doi.org/10.1073/pnas.1606162113', 'bibtex': 'ASI_CCI'}, 'issue': '46', 'journal': 'Proceedings of the National Academy of Sciences', 'source': 'crossref', 'title': 'A remotely sensed pigment index reveals photosynthetic phenology in evergreen conifers', 'type': 'article', 'volume': '113', 'year': 2016}}",https://github.com/joanvlasschaert,2023-03-12
CCRI,Carotenoid-Chlorophyll Ratio Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['hyperspectral']}",((R720-R521)/R521)/((R750-R705)/R705),"['R720', 'R521', 'R750', 'R705']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.1016/j.jag.2018.10.012', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Xianfeng Zhou', 'Wenjiang Huang', 'Jingcheng Zhang', 'Weiping Kong', 'Raffaele Casa', 'Yanbo Huang'], 'citations_metrics': {'citation_count': 32, 'date': '2026-08-19', 'overall': {'percentile': 13.1, 'percentile_similar_age': 13.24, 'rank': 273, 'rank_similar_age': 60}, 'similar_age_count': 68, 'within_application_domain': {'percentile': 12.32, 'percentile_similar_age': 17.65, 'rank': 186, 'rank_similar_age': 29}}, 'how_to_cite': {'apa': 'Xianfeng Zhou, Wenjiang Huang, Jingcheng Zhang, Weiping Kong, Raffaele Casa, & Yanbo Huang (2019). A novel combined spectral index for estimating the ratio of carotenoid to chlorophyll content to monitor crop physiological and phenological status. International Journal of Applied Earth Observation and Geoinformation, 76. https://doi.org/10.1016/j.jag.2018.10.012', 'bibtex': 'ASI_CCRI'}, 'journal': 'International Journal of Applied Earth Observation and Geoinformation', 'source': 'crossref', 'title': 'A novel combined spectral index for estimating the ratio of carotenoid to chlorophyll content to monitor crop physiological and phenological status', 'type': 'article', 'volume': '76', 'year': 2019}}",https://github.com/davemlz,2026-08-19
CI1SWIR,Cloud Index Form 1 with SWIR 1,"{'application_domain': 'clouds', 'family': None, 'sensing_modalities': ['multispectral']}",(N + 2.0 * S1) / (B + G + R),"['N', 'S1', 'B', 'G', 'R']",[],{},{},{},"{'source_companions': ['CI1woSWIR', 'CI2SWIR', 'CI2woSWIR', 'CSISWIR', 'CSIwoSWIR'], 'source_link': 'https://doi.org/10.1016/j.isprsjprs.2018.07.006', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Han Zhai', 'Hongyan Zhang', 'Liangpei Zhang', 'Pingxiang Li'], 'citations_metrics': {'citation_count': 145, 'date': '2026-08-18', 'overall': {'percentile': 37.38, 'percentile_similar_age': 69.64, 'rank': 197, 'rank_similar_age': 18}, 'similar_age_count': 56, 'within_application_domain': {'percentile': 100.0, 'percentile_similar_age': 100.0, 'rank': 1, 'rank_similar_age': 1}}, 'how_to_cite': {'apa': 'Han Zhai, Hongyan Zhang, Liangpei Zhang, & Pingxiang Li (2018). Cloud/shadow detection based on spectral indices for multi/hyperspectral optical remote sensing imagery. ISPRS Journal of Photogrammetry and Remote Sensing, 144. https://doi.org/10.1016/j.isprsjprs.2018.07.006', 'bibtex': 'ASI_CI1SWIR'}, 'journal': 'ISPRS Journal of Photogrammetry and Remote Sensing', 'source': 'crossref', 'title': 'Cloud/shadow detection based on spectral indices for multi/hyperspectral optical remote sensing imagery', 'type': 'article', 'volume': '144', 'year': 2018}}",https://github.com/davemlz,2026-03-30
CI1woSWIR,Cloud Index Form 1 without SWIR bands,"{'application_domain': 'clouds', 'family': None, 'sensing_modalities': ['multispectral']}",(3.0 * N) / (B + G + R),"['N', 'B', 'G', 'R']",[],{},{},{},"{'source_companions': ['CI1SWIR', 'CI2SWIR', 'CI2woSWIR', 'CSISWIR', 'CSIwoSWIR'], 'source_link': 'https://doi.org/10.1016/j.isprsjprs.2018.07.006', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Han Zhai', 'Hongyan Zhang', 'Liangpei Zhang', 'Pingxiang Li'], 'citations_metrics': {'citation_count': 145, 'date': '2026-08-18', 'overall': {'percentile': 37.38, 'percentile_similar_age': 69.64, 'rank': 198, 'rank_similar_age': 19}, 'similar_age_count': 56, 'within_application_domain': {'percentile': 100.0, 'percentile_similar_age': 100.0, 'rank': 2, 'rank_similar_age': 2}}, 'how_to_cite': {'apa': 'Han Zhai, Hongyan Zhang, Liangpei Zhang, & Pingxiang Li (2018). Cloud/shadow detection based on spectral indices for multi/hyperspectral optical remote sensing imagery. ISPRS Journal of Photogrammetry and Remote Sensing, 144. https://doi.org/10.1016/j.isprsjprs.2018.07.006', 'bibtex': 'ASI_CI1SWIR'}, 'journal': 'ISPRS Journal of Photogrammetry and Remote Sensing', 'source': 'crossref', 'title': 'Cloud/shadow detection based on spectral indices for multi/hyperspectral optical remote sensing imagery', 'type': 'article', 'volume': '144', 'year': 2018}}",https://github.com/davemlz,2026-03-30
CI2SWIR,Cloud Index Form 2 with SWIR bands,"{'application_domain': 'clouds', 'family': None, 'sensing_modalities': ['multispectral']}",(B + G + R + N + S1 + S2) / 6.0,"['B', 'G', 'R', 'N', 'S1', 'S2']",[],{},{},{},"{'source_companions': ['CI1SWIR', 'CI1woSWIR', 'CI2woSWIR', 'CSISWIR', 'CSIwoSWIR'], 'source_link': 'https://doi.org/10.1016/j.isprsjprs.2018.07.006', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Han Zhai', 'Hongyan Zhang', 'Liangpei Zhang', 'Pingxiang Li'], 'citations_metrics': {'citation_count': 145, 'date': '2026-08-18', 'overall': {'percentile': 37.38, 'percentile_similar_age': 69.64, 'rank': 199, 'rank_similar_age': 20}, 'similar_age_count': 56, 'within_application_domain': {'percentile': 100.0, 'percentile_similar_age': 100.0, 'rank': 3, 'rank_similar_age': 3}}, 'how_to_cite': {'apa': 'Han Zhai, Hongyan Zhang, Liangpei Zhang, & Pingxiang Li (2018). Cloud/shadow detection based on spectral indices for multi/hyperspectral optical remote sensing imagery. ISPRS Journal of Photogrammetry and Remote Sensing, 144. https://doi.org/10.1016/j.isprsjprs.2018.07.006', 'bibtex': 'ASI_CI1SWIR'}, 'journal': 'ISPRS Journal of Photogrammetry and Remote Sensing', 'source': 'crossref', 'title': 'Cloud/shadow detection based on spectral indices for multi/hyperspectral optical remote sensing imagery', 'type': 'article', 'volume': '144', 'year': 2018}}",https://github.com/davemlz,2026-03-30
CI2woSWIR,Cloud Index Form 2 without SWIR bands,"{'application_domain': 'clouds', 'family': None, 'sensing_modalities': ['multispectral']}",(B + G + R + N) / 4.0,"['B', 'G', 'R', 'N']",[],{},{},{},"{'source_companions': ['CI1SWIR', 'CI1woSWIR', 'CI2SWIR', 'CSISWIR', 'CSIwoSWIR'], 'source_link': 'https://doi.org/10.1016/j.isprsjprs.2018.07.006', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Han Zhai', 'Hongyan Zhang', 'Liangpei Zhang', 'Pingxiang Li'], 'citations_metrics': {'citation_count': 145, 'date': '2026-08-18', 'overall': {'percentile': 37.38, 'percentile_similar_age': 69.64, 'rank': 200, 'rank_similar_age': 21}, 'similar_age_count': 56, 'within_application_domain': {'percentile': 100.0, 'percentile_similar_age': 100.0, 'rank': 4, 'rank_similar_age': 4}}, 'how_to_cite': {'apa': 'Han Zhai, Hongyan Zhang, Liangpei Zhang, & Pingxiang Li (2018). Cloud/shadow detection based on spectral indices for multi/hyperspectral optical remote sensing imagery. ISPRS Journal of Photogrammetry and Remote Sensing, 144. https://doi.org/10.1016/j.isprsjprs.2018.07.006', 'bibtex': 'ASI_CI1SWIR'}, 'journal': 'ISPRS Journal of Photogrammetry and Remote Sensing', 'source': 'crossref', 'title': 'Cloud/shadow detection based on spectral indices for multi/hyperspectral optical remote sensing imagery', 'type': 'article', 'volume': '144', 'year': 2018}}",https://github.com/davemlz,2026-03-30
CIG,Chlorophyll Index Green,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(N / G) - 1.0,"['N', 'G']",[],{},{},{},"{'source_companions': ['CIRE'], 'source_link': 'https://doi.org/10.1078/0176-1617-00887', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Anatoly A. Gitelson', 'Yuri Gritz †', 'Mark N. Merzlyak'], 'citations_metrics': {'citation_count': 2303, 'date': '2026-08-18', 'overall': {'percentile': 94.57, 'percentile_similar_age': 91.53, 'rank': 18, 'rank_similar_age': 6}, 'similar_age_count': 59, 'within_application_domain': {'percentile': 93.36, 'percentile_similar_age': 91.3, 'rank': 15, 'rank_similar_age': 5}}, 'how_to_cite': {'apa': 'Anatoly A. Gitelson, Yuri Gritz †, & Mark N. Merzlyak (2003). Relationships between leaf chlorophyll content and spectral reflectance and algorithms for non-destructive chlorophyll assessment in higher plant leaves. Journal of Plant Physiology, 160(3). https://doi.org/10.1078/0176-1617-00887', 'bibtex': 'ASI_CIG'}, 'issue': '3', 'journal': 'Journal of Plant Physiology', 'source': 'crossref', 'title': 'Relationships between leaf chlorophyll content and spectral reflectance and algorithms for non-destructive chlorophyll assessment in higher plant leaves', 'type': 'article', 'volume': '160', 'year': 2003}}",https://github.com/davemlz,2021-04-07
CIRE,Chlorophyll Index Red Edge,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(N / RE1) - 1,"['N', 'RE1']",[],{},{},{},"{'source_companions': ['CIG'], 'source_link': 'https://doi.org/10.1078/0176-1617-00887', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Anatoly A. Gitelson', 'Yuri Gritz †', 'Mark N. Merzlyak'], 'citations_metrics': {'citation_count': 2303, 'date': '2026-08-18', 'overall': {'percentile': 94.57, 'percentile_similar_age': 91.53, 'rank': 19, 'rank_similar_age': 7}, 'similar_age_count': 59, 'within_application_domain': {'percentile': 93.36, 'percentile_similar_age': 91.3, 'rank': 16, 'rank_similar_age': 6}}, 'how_to_cite': {'apa': 'Anatoly A. Gitelson, Yuri Gritz †, & Mark N. Merzlyak (2003). Relationships between leaf chlorophyll content and spectral reflectance and algorithms for non-destructive chlorophyll assessment in higher plant leaves. Journal of Plant Physiology, 160(3). https://doi.org/10.1078/0176-1617-00887', 'bibtex': 'ASI_CIG'}, 'issue': '3', 'journal': 'Journal of Plant Physiology', 'source': 'crossref', 'title': 'Relationships between leaf chlorophyll content and spectral reflectance and algorithms for non-destructive chlorophyll assessment in higher plant leaves', 'type': 'article', 'volume': '160', 'year': 2003}}",https://github.com/davemlz,2021-05-13
CLOSDI,Cloud Shadow Detection Index,"{'application_domain': 'clouds', 'family': None, 'sensing_modalities': ['multispectral']}",(1.0 - 1.5 * N - 0.1 * R) / (1.0 + 3.5 * N + 4.9 * R),"['N', 'R']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.1016/j.rsase.2026.101990', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Adrián Cal'], 'citations_metrics': {'citation_count': 0, 'date': '2026-08-18', 'overall': {'percentile': 1.92, 'percentile_similar_age': 31.58, 'rank': 308, 'rank_similar_age': 14}, 'similar_age_count': 19, 'within_application_domain': {'percentile': 14.29, 'percentile_similar_age': 100.0, 'rank': 7, 'rank_similar_age': 1}}, 'how_to_cite': {'apa': 'Adrián Cal (2026). CLOSDI: A novel spectral index for cloud shadow detection in Sentinel-2 imagery using NDVI and EVI2. Remote Sensing Applications: Society and Environment, 42. https://doi.org/10.1016/j.rsase.2026.101990', 'bibtex': 'ASI_CLOSDI'}, 'journal': 'Remote Sensing Applications: Society and Environment', 'source': 'crossref', 'title': 'CLOSDI: A novel spectral index for cloud shadow detection in Sentinel-2 imagery using NDVI and EVI2', 'type': 'article', 'volume': '42', 'year': 2026}}",https://github.com/atca1977,2026-03-30
